form,deprel,deps,misc,grafo,text,word_join,word_join_start,word_join_end,index_e,sentence,#sentence_original
bacia,obl,B=BACIA,"{'end_char': '172536', 'grafo': '#basin', 'start_char': '172531'}",#basin,"As feições tectônicas que mais influenciam a distribuição     temperaturas    bacia são: — Baixo de São Tomé; — Alto Regional de Badejo; — Falhamento limite    Bacia Pré-Aptiana; — Falhamento terciário; — Falhas com direção NW-SE situadas    norte     campos de Pargo e de Badejo, possíveis componentes de um sistema tectônico transcorrente..", bacia,78,83,9.0,706,3232
Falhamento,conj,B=ESTRUTURA_FÍSICA,"{'end_char': '172602', 'grafo': '#TEFR_CD_TIPO_EST_FISICA_ROCHA_058', 'start_char': '172592'}",#TEFR_CD_TIPO_EST_FISICA_ROCHA_058,"As feições tectônicas que mais influenciam a distribuição     temperaturas    bacia são: — Baixo de São Tomé; — Alto Regional de Badejo; — Falhamento limite    Bacia Pré-Aptiana; — Falhamento terciário; — Falhas com direção NW-SE situadas    norte     campos de Pargo e de Badejo, possíveis componentes de um sistema tectônico transcorrente..", Falhamento,139,149,25.0,706,3232
Bacia,nmod,B=BACIA,"{'end_char': '172618', 'grafo': '#basin', 'start_char': '172613'}",#basin,"As feições tectônicas que mais influenciam a distribuição     temperaturas    bacia são: — Baixo de São Tomé; — Alto Regional de Badejo; — Falhamento limite    Bacia Pré-Aptiana; — Falhamento terciário; — Falhas com direção NW-SE situadas    norte     campos de Pargo e de Badejo, possíveis componentes de um sistema tectônico transcorrente..", Bacia,160,165,27.0,706,3232
Pré-Aptiana,flat:name,B=UNIDADE_CRONO,"{'end_char': '172630', 'grafo': '#Aptian', 'start_char': '172619'}",#Aptian,"As feições tectônicas que mais influenciam a distribuição     temperaturas    bacia são: — Baixo de São Tomé; — Alto Regional de Badejo; — Falhamento limite    Bacia Pré-Aptiana; — Falhamento terciário; — Falhas com direção NW-SE situadas    norte     campos de Pargo e de Badejo, possíveis componentes de um sistema tectônico transcorrente..", Pré-Aptiana,166,177,28.0,706,3232
Falhamento,conj,B=ESTRUTURA_FÍSICA,"{'end_char': '172644', 'grafo': '#TEFR_CD_TIPO_EST_FISICA_ROCHA_058', 'start_char': '172634'}",#TEFR_CD_TIPO_EST_FISICA_ROCHA_058,"As feições tectônicas que mais influenciam a distribuição     temperaturas    bacia são: — Baixo de São Tomé; — Alto Regional de Badejo; — Falhamento limite    Bacia Pré-Aptiana; — Falhamento terciário; — Falhas com direção NW-SE situadas    norte     campos de Pargo e de Badejo, possíveis componentes de um sistema tectônico transcorrente..", Falhamento,181,191,31.0,706,3232
campos,nmod,B=CAMPO,"{'end_char': '172711', 'grafo': '#CAMP_CD_CAMPO_0760', 'start_char': '172705'}",#CAMP_CD_CAMPO_0760,"As feições tectônicas que mais influenciam a distribuição     temperaturas    bacia são: — Baixo de São Tomé; — Alto Regional de Badejo; — Falhamento limite    Bacia Pré-Aptiana; — Falhamento terciário; — Falhas com direção NW-SE situadas    norte     campos de Pargo e de Badejo, possíveis componentes de um sistema tectônico transcorrente..", campos de Pargo,252,267,41.0,706,3232
Badejo,conj,B=CAMPO,"{'end_char': '172732', 'grafo': '#CAMP_CD_CAMPO_0092', 'start_char': '172726'}",#CAMP_CD_CAMPO_0092,"As feições tectônicas que mais influenciam a distribuição     temperaturas    bacia são: — Baixo de São Tomé; — Alto Regional de Badejo; — Falhamento limite    Bacia Pré-Aptiana; — Falhamento terciário; — Falhas com direção NW-SE situadas    norte     campos de Pargo e de Badejo, possíveis componentes de um sistema tectônico transcorrente..", Badejo,273,279,46.0,706,3232
Rochas,nsubj,B=ROCHA,"{'end_char': '172997', 'grafo': '#rock', 'start_char': '172991'}",#rock,"Rochas pelíticas, tufos vulcânicos, óleo, gás e basaltos exibem caráter de isolantes térmicos,                 normalmente aquecidos..", Rochas,0,6,0.0,707,3236
tufos,conj,B=ROCHA,"{'end_char': '173014', 'grafo': '#tuff', 'start_char': '173009'}",#tuff,"Rochas pelíticas, tufos vulcânicos, óleo, gás e basaltos exibem caráter de isolantes térmicos,                 normalmente aquecidos..", tufos,18,23,3.0,707,3236
óleo,conj,B=FLUIDODATERRA_i,"{'end_char': '173031', 'grafo': '#oil', 'start_char': '173027'}",#oil,"Rochas pelíticas, tufos vulcânicos, óleo, gás e basaltos exibem caráter de isolantes térmicos,                 normalmente aquecidos..", óleo,36,40,6.0,707,3236
gás,conj,B=FLUIDODATERRA_i,"{'end_char': '173036', 'grafo': '#gas', 'start_char': '173033'}",#gas,"Rochas pelíticas, tufos vulcânicos, óleo, gás e basaltos exibem caráter de isolantes térmicos,                 normalmente aquecidos..", gás,42,45,8.0,707,3236
basaltos,conj,B=ROCHA,"{'end_char': '173047', 'grafo': '#basalt', 'start_char': '173039'}",#basalt,"Rochas pelíticas, tufos vulcânicos, óleo, gás e basaltos exibem caráter de isolantes térmicos,                 normalmente aquecidos..", basaltos,48,56,10.0,707,3236
geração,nsubj,B=EVENTO_PETRO,"{'end_char': '173319', 'grafo': '#hydrocarbon_generation', 'start_char': '173312'}",#hydrocarbon_generation,"Uma vez que a geração de óleo    bacia ocorre     sedimentos mais profundos (Formação Lagoa Feia), houve e há migração de hidrocarbonetos, principalmente através de falhamentos, para os reservatórios em posição mais elevada..", geração,14,21,4.0,708,3240
óleo,nmod,B=FLUIDODATERRA_i,"{'end_char': '173327', 'grafo': '#oil', 'start_char': '173323'}",#oil,"Uma vez que a geração de óleo    bacia ocorre     sedimentos mais profundos (Formação Lagoa Feia), houve e há migração de hidrocarbonetos, principalmente através de falhamentos, para os reservatórios em posição mais elevada..", óleo,25,29,6.0,708,3240
bacia,nmod,B=BACIA,"{'end_char': '173336', 'grafo': '#basin', 'start_char': '173331'}",#basin,"Uma vez que a geração de óleo    bacia ocorre     sedimentos mais profundos (Formação Lagoa Feia), houve e há migração de hidrocarbonetos, principalmente através de falhamentos, para os reservatórios em posição mais elevada..", bacia,33,38,7.0,708,3240
sedimentos,obl,B=NÃOCONSOLID,"{'end_char': '173358', 'grafo': '#unconsolidated_earth_material', 'start_char': '173348'}",#unconsolidated_earth_material,"Uma vez que a geração de óleo    bacia ocorre     sedimentos mais profundos (Formação Lagoa Feia), houve e há migração de hidrocarbonetos, principalmente através de falhamentos, para os reservatórios em posição mais elevada..", sedimentos,50,60,9.0,708,3240
Formação,appos,B=UNIDADE_LITO,"{'end_char': '173383', 'grafo': '#grupo_05', 'start_char': '173375'}",#grupo_05,"Uma vez que a geração de óleo    bacia ocorre     sedimentos mais profundos (Formação Lagoa Feia), houve e há migração de hidrocarbonetos, principalmente através de falhamentos, para os reservatórios em posição mais elevada..", Formação Lagoa Feia,77,96,13.0,708,3240
migração,obj,B=EVENTO_PETRO,"{'end_char': '173416', 'grafo': '#hydrocarbon_migration', 'start_char': '173408'}",#hydrocarbon_migration,"Uma vez que a geração de óleo    bacia ocorre     sedimentos mais profundos (Formação Lagoa Feia), houve e há migração de hidrocarbonetos, principalmente através de falhamentos, para os reservatórios em posição mais elevada..", migração,110,118,21.0,708,3240
hidrocarbonetos,nmod,B=FLUIDODATERRA_i,"{'end_char': '173435', 'grafo': '#hydrocarbon', 'start_char': '173420'}",#hydrocarbon,"Uma vez que a geração de óleo    bacia ocorre     sedimentos mais profundos (Formação Lagoa Feia), houve e há migração de hidrocarbonetos, principalmente através de falhamentos, para os reservatórios em posição mais elevada..", hidrocarbonetos,122,137,23.0,708,3240
falhamentos,obl,B=ESTRUTURA_FÍSICA,"{'end_char': '173474', 'grafo': '#TEFR_CD_TIPO_EST_FISICA_ROCHA_058', 'start_char': '173463'}",#TEFR_CD_TIPO_EST_FISICA_ROCHA_058,"Uma vez que a geração de óleo    bacia ocorre     sedimentos mais profundos (Formação Lagoa Feia), houve e há migração de hidrocarbonetos, principalmente através de falhamentos, para os reservatórios em posição mais elevada..", falhamentos,165,176,28.0,708,3240
fluidos,nmod,B=FLUIDO,"{'end_char': '173558', 'grafo': '#generic_anthropogenic_fluid', 'start_char': '173551'}",#generic_anthropogenic_fluid,"Os efeitos    ascensão de fluidos, segundo vários autores (MEINHOLD, 1971; PRICE, 1976; FOWLER, 1980; MEISTER, 1984), estão               campos, gerando anomalias geotérmicas locais..", fluidos,26,33,4.0,709,3241
campos,nmod,B=CAMPO,"{'end_char': '173669', 'grafo': '#field', 'start_char': '173663'}",#field,"Os efeitos    ascensão de fluidos, segundo vários autores (MEINHOLD, 1971; PRICE, 1976; FOWLER, 1980; MEISTER, 1984), estão               campos, gerando anomalias geotérmicas locais..", campos,138,144,28.0,709,3241
campos,nmod,B=CAMPO,"{'end_char': '173844', 'grafo': '#field', 'start_char': '173838'}",#field,"As temperaturas em campos com vários poços perfurados foram plotadas quanto   acumulação de óleo,    intuito de se realizar um estudo sobre seu comportamento..", campos,19,25,3.0,710,3243
poços,nmod,B=POÇO,"{'end_char': '173861', 'grafo': '#well', 'start_char': '173856'}",#well,"As temperaturas em campos com vários poços perfurados foram plotadas quanto   acumulação de óleo,    intuito de se realizar um estudo sobre seu comportamento..", poços,37,42,6.0,710,3243
óleo,nmod,B=FLUIDODATERRA_i,"{'end_char': '173915', 'grafo': '#oil', 'start_char': '173911'}",#oil,"As temperaturas em campos com vários poços perfurados foram plotadas quanto   acumulação de óleo,    intuito de se realizar um estudo sobre seu comportamento..", óleo,92,96,13.0,710,3243
falhamentos,obl,B=ESTRUTURA_FÍSICA,"{'end_char': '174205', 'grafo': '#TEFR_CD_TIPO_EST_FISICA_ROCHA_058', 'start_char': '174194'}",#TEFR_CD_TIPO_EST_FISICA_ROCHA_058,"figuras 5 e 6,            uma elevação     gradientes em áreas próximas     falhamentos a sudeste     campos de Namorado e Garoupa..", falhamentos,76,87,11.0,711,3245
campos,obl,B=CAMPO,"{'end_char': '174226', 'grafo': '#CAMP_CD_CAMPO_0734', 'start_char': '174220'}",#CAMP_CD_CAMPO_0734,"figuras 5 e 6,            uma elevação     gradientes em áreas próximas     falhamentos a sudeste     campos de Namorado e Garoupa..", campos de Namorado,102,120,14.0,711,3245
Garoupa,conj,B=CAMPO,"{'end_char': '174248', 'grafo': '#CAMP_CD_CAMPO_0523', 'start_char': '174241'}",#CAMP_CD_CAMPO_0523,"figuras 5 e 6,            uma elevação     gradientes em áreas próximas     falhamentos a sudeste     campos de Namorado e Garoupa..", Garoupa,123,130,18.0,711,3245
Bacia,nmod,B=BACIA,"{'end_char': '174926', 'grafo': '#basin', 'start_char': '174921'}",#basin,"A área norte    Bacia apresenta sedimentos predominantemente arenosos, saturados de água, com elevados gradientes geotérmicos (de 44 a 56ºF/km), distribuídos regionalmente mesmo em baixas profundidades..", Bacia,16,21,3.0,712,3251
sedimentos,obj,B=NÃOCONSOLID,"{'end_char': '174947', 'grafo': '#unconsolidated_earth_material', 'start_char': '174937'}",#unconsolidated_earth_material,"A área norte    Bacia apresenta sedimentos predominantemente arenosos, saturados de água, com elevados gradientes geotérmicos (de 44 a 56ºF/km), distribuídos regionalmente mesmo em baixas profundidades..", sedimentos,32,42,5.0,712,3251
água,obl,B=FLUIDODATERRA_i,"{'end_char': '174993', 'grafo': '#water', 'start_char': '174989'}",#water,"A área norte    Bacia apresenta sedimentos predominantemente arenosos, saturados de água, com elevados gradientes geotérmicos (de 44 a 56ºF/km), distribuídos regionalmente mesmo em baixas profundidades..", água,84,88,11.0,712,3251
falhamento,nsubj,B=ESTRUTURA_FÍSICA,"{'end_char': '175409', 'grafo': '#TEFR_CD_TIPO_EST_FISICA_ROCHA_058', 'start_char': '175399'}",#TEFR_CD_TIPO_EST_FISICA_ROCHA_058,"Esse falhamento possui aran-de rejeito, até 1 000 m,    Formação Lagoa Feia..", falhamento,5,15,1.0,713,3257
Formação,obl,B=UNIDADE_LITO,"{'end_char': '175458', 'grafo': '#grupo_05', 'start_char': '175450'}",#grupo_05,"Esse falhamento possui aran-de rejeito, até 1 000 m,    Formação Lagoa Feia..", Formação Lagoa Feia,56,75,11.0,713,3257
estrutura,nmod,B=ESTRUTURA_FÍSICA,"{'end_char': '175543', 'grafo': '#geological_structure', 'start_char': '175534'}",#geological_structure,"Terdo em vista o porte e a época relativamente recente       estrutura,                       responsável      transferência de calor por transporte de grandes profundidades para menores, sendo a equalização     tempe- - Fraturas realizada por correntes de convecção..", estrutura,61,70,10.0,714,3258
Fraturas,conj,B=ESTRUTURA_FÍSICA,"{'end_char': '175702', 'grafo': '#TEFR_CD_TIPO_EST_FISICA_ROCHA_059', 'start_char': '175694'}",#TEFR_CD_TIPO_EST_FISICA_ROCHA_059,"Terdo em vista o porte e a época relativamente recente       estrutura,                       responsável      transferência de calor por transporte de grandes profundidades para menores, sendo a equalização     tempe- - Fraturas realizada por correntes de convecção..", Fraturas,221,229,29.0,714,3258
gás,conj,B=FLUIDODATERRA_i,"{'end_char': '175777', 'grafo': '#gas', 'start_char': '175774'}",#gas,"A ocorrência de dleo leve e de gás    área    1-RJS-150, situado    norte       falhamento, pode ter relação com a migração de fluidos através de seu plano de falha, 2.3)", gás,31,34,7.0,715,3259
1-RJS-150,nmod,B=POÇO,"{'end_char': '175798', 'grafo': '#POCO_CD_POCO_024135', 'start_char': '175789'}",#POCO_CD_POCO_024135,"A ocorrência de dleo leve e de gás    área    1-RJS-150, situado    norte       falhamento, pode ter relação com a migração de fluidos através de seu plano de falha, 2.3)", 1-RJS-150,46,55,9.0,715,3259
falhamento,nmod,B=ESTRUTURA_FÍSICA,"{'end_char': '175833', 'grafo': '#TEFR_CD_TIPO_EST_FISICA_ROCHA_058', 'start_char': '175823'}",#TEFR_CD_TIPO_EST_FISICA_ROCHA_058,"A ocorrência de dleo leve e de gás    área    1-RJS-150, situado    norte       falhamento, pode ter relação com a migração de fluidos através de seu plano de falha, 2.3)", falhamento,80,90,13.0,715,3259
migração,obl,B=EVENTO_PETRO,"{'end_char': '175866', 'grafo': '#hydrocarbon_migration', 'start_char': '175858'}",#hydrocarbon_migration,"A ocorrência de dleo leve e de gás    área    1-RJS-150, situado    norte       falhamento, pode ter relação com a migração de fluidos através de seu plano de falha, 2.3)", migração,115,123,20.0,715,3259
fluidos,nmod,B=FLUIDO,"{'end_char': '175877', 'grafo': '#generic_anthropogenic_fluid', 'start_char': '175870'}",#generic_anthropogenic_fluid,"A ocorrência de dleo leve e de gás    área    1-RJS-150, situado    norte       falhamento, pode ter relação com a migração de fluidos através de seu plano de falha, 2.3)", fluidos,127,134,22.0,715,3259
falha,nmod,B=ESTRUTURA_FÍSICA,"{'end_char': '175907', 'grafo': '#TEFR_CD_TIPO_EST_FISICA_ROCHA_058', 'start_char': '175902'}",#TEFR_CD_TIPO_EST_FISICA_ROCHA_058,"A ocorrência de dleo leve e de gás    área    1-RJS-150, situado    norte       falhamento, pode ter relação com a migração de fluidos através de seu plano de falha, 2.3)", falha,159,164,28.0,715,3259
poços,nmod,B=POÇO,"{'end_char': '175967', 'grafo': '#POCO_CD_POCO_024135', 'start_char': '175962'}",#POCO_CD_POCO_024135,"Proximidade de uma fonte térmica —    área     poços 1-RJS-150 e 1-RJS-225, ocorrem reflexões intracrustais profundas em seções sísmicas com área de 50 km”, com configuração dômica, cujo ápice está em torno de 8 700 m de profundidade (fig. 8)..", poços 1-RJS-150,47,62,7.0,716,3260
